table	column	final_disposition	owner	responsibility	source_type	source_not_null	source_default	source_pk	production_nulls_rows	staging_nulls_rows	production_storage_types	target_declaration	source_checks	target_checks	source_foreign_keys	target_foreign_keys	source_indexes	target_index_declarations	column_consumer_evidence	canonical_readers_writers	retention	transfer
business_locations	foodpanda_url	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0		0	13/13	10/10	null:13	foodpanda_url: text(),							seed-definitions/ncls.ts:101; server/utils/dashboard-locations-resource.ts:21; server/utils/dashboard-locations-resource.ts:47; server/utils/module-content-guard.ts:48; server/api/sites/[siteId]/locations.get.ts:46; server/utils/location-management.ts:53; server/utils/location-management.ts:97; server/utils/location-management.ts:315; server/utils/location-management.ts:429; server/utils/location-management.ts:462; server/utils/location-management.ts:736; server/utils/location-management.ts:738; server/utils/location-management.ts:739; server/utils/location-management.ts:745; server/utils/public-shell-query.ts:45; server/utils/public-shell-query.ts:132; server/utils/public-page.ts:897; server/plugins/sitemap.ts:220; server/plugins/sitemap.ts:274; server/api/public/sites/[siteId]/locations.get.ts:39; server/api/public/sites/[siteId]/locations.get.ts:80; server/api/public/sites/[siteId]/locations.get.ts:94	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
business_locations	google_place_id	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0		0	9/13	6/10	null:9,text:4	google_place_id: text(),							seed-definitions/pottery-house.ts:1003; seed-definitions/ncls.ts:102; seed-definitions/kikuzuki.ts:759; scripts/client-import.mjs:480; scripts/client-import.mjs:493; server/utils/dashboard-context.ts:138; server/tasks/google-places-sync.ts:11; server/tasks/google-places-sync.ts:22; server/tasks/google-places-sync.ts:73; server/tasks/google-places-sync.ts:80; server/tasks/google-places-sync.ts:122; server/api/sites/[siteId]/locations.get.ts:46; server/utils/location-management.ts:39; server/utils/location-management.ts:82; server/utils/location-management.ts:312; server/utils/location-management.ts:428; server/utils/location-management.ts:448; server/utils/location-management.ts:645; server/utils/onboarding-checklist.ts:81; server/utils/review-requests.ts:53; server/utils/review-requests.ts:93; server/utils/review-requests.ts:96; server/utils/review-requests.ts:130; server/utils/review-requests.ts:165	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
business_locations	google_review_url	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0		0	13/13	10/10	null:13	google_review_url: text(),							seed-definitions/ncls.ts:103; server/utils/dashboard-context.ts:139; server/utils/location-management.ts:38; server/utils/location-management.ts:81; server/utils/location-management.ts:312; server/utils/location-management.ts:428; server/utils/location-management.ts:447; server/utils/location-management.ts:644; server/utils/review-requests.ts:54; server/utils/review-requests.ts:93; server/utils/review-requests.ts:94; server/utils/review-requests.ts:131; server/utils/review-requests.ts:166; server/api/public/sites/[siteId]/locations/[slug].get.ts:67; server/api/public/sites/[siteId]/locations/[slug].get.ts:76	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
business_locations	created_at	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/13	0/10	text:13	created_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),							seed-definitions/pottery-house.ts:1113; seed-definitions/pottery-house.ts:1247; seed-definitions/pottery-house.ts:1274; seed-definitions/pottery-house.ts:1278; seed-definitions/ncls.ts:57; seed-definitions/ncls.ts:104; seed-definitions/ncls.ts:128; seed-definitions/ncls.ts:146; seed-definitions/ncls.ts:160; seed-definitions/ncls.ts:174; seed-definitions/ncls.ts:188; seed-definitions/ncls.ts:219; seed-definitions/ncls.ts:239; seed-definitions/ncls.ts:255; seed-definitions/ncls.ts:275; seed-definitions/ncls.ts:290; seed-definitions/ncls.ts:305; seed-definitions/ncls.ts:320; seed-definitions/ncls.ts:335; seed-definitions/ncls.ts:350; seed-definitions/ncls.ts:365; seed-definitions/ncls.ts:380; seed-definitions/ncls.ts:395; seed-definitions/ncls.ts:410	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
business_locations	updated_at	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/13	0/10	text:13	updated_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),							seed-definitions/pottery-house.ts:1247; seed-definitions/pottery-house.ts:1274; seed-definitions/pottery-house.ts:1278; seed-definitions/ncls.ts:58; seed-definitions/ncls.ts:105; seed-definitions/ncls.ts:129; seed-definitions/ncls.ts:147; seed-definitions/ncls.ts:161; seed-definitions/ncls.ts:175; seed-definitions/ncls.ts:189; seed-definitions/ncls.ts:220; seed-definitions/ncls.ts:240; seed-definitions/ncls.ts:256; seed-definitions/ncls.ts:276; seed-definitions/ncls.ts:291; seed-definitions/ncls.ts:306; seed-definitions/ncls.ts:321; seed-definitions/ncls.ts:336; seed-definitions/ncls.ts:351; seed-definitions/ncls.ts:366; seed-definitions/ncls.ts:381; seed-definitions/ncls.ts:396; seed-definitions/ncls.ts:411; seed-definitions/ncls.ts:426	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
business_locations	notification_phone	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0		0	8/13	6/10	null:8,text:5	notification_phone: text(),							seed-definitions/pottery-house.ts:1006; seed-definitions/ncls.ts:106; seed-definitions/kikuzuki.ts:762; server/utils/dashboard-locations-resource.ts:18; server/utils/dashboard-locations-resource.ts:47; server/utils/dashboard-context.ts:140; server/api/sites/[siteId]/locations.get.ts:46; server/utils/transfer-onboarding-context.ts:31; server/utils/transfer-onboarding-context.ts:134; server/utils/transfer-onboarding-context.ts:136; server/utils/location-management.ts:18; server/utils/location-management.ts:54; server/utils/location-management.ts:98; server/utils/location-management.ts:316; server/utils/location-management.ts:407; server/utils/location-management.ts:411; server/utils/location-management.ts:430; server/utils/location-management.ts:602; server/utils/location-management.ts:604; server/utils/location-management.ts:608; server/utils/location-management.ts:646; server/utils/location-management.ts:662; server/utils/site-transfer.ts:178; server/utils/site-transfer.ts:325	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
business_locations	timezone	retain with explicit conversion	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0		0	4/13	3/10	null:4,text:9	timezone: text(),							seed-definitions/pottery-house.ts:1007; seed-definitions/ncls.ts:107; seed-definitions/kikuzuki.ts:762; seed-definitions/demo.ts:1351; scripts/client-import.mjs:245; scripts/client-import.mjs:370; scripts/client-import.mjs:461; scripts/client-import.mjs:479; scripts/client-import.mjs:485; scripts/client-import.mjs:491; scripts/generate-demo-seed.ts:110; scripts/epoch5-data.mjs:290; scripts/epoch5-data.mjs:291; scripts/epoch5-data.mjs:294; scripts/epoch5-data.mjs:295; scripts/epoch5-data.mjs:345; scripts/epoch5-data.mjs:346; server/utils/availability.ts:65; server/utils/availability.ts:195; server/utils/availability.ts:294; server/utils/availability.ts:303; server/utils/availability.ts:309; server/utils/availability.ts:314; server/utils/availability.ts:328	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Preserve authored IANA timezone; materialize proven existing site timezone or authoritative provider evidence only; unresolved remains NULL and unavailable
business_locations	max_capacity	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	INTEGER	0		0	12/13	10/10	integer:1,null:12	max_capacity: integer(),							seed-definitions/pottery-house.ts:1107; seed-definitions/ncls.ts:108; seed-definitions/kikuzuki.ts:978; seed-definitions/demo.ts:1711; server/utils/availability.ts:295; server/utils/availability.ts:310; server/utils/availability.ts:315; server/utils/availability.ts:387; server/utils/availability.ts:410; server/utils/availability.ts:416; server/utils/copy-paste.ts:569; server/utils/copy-paste.ts:570; server/utils/experiences.ts:51; server/utils/experiences.ts:100; server/utils/experiences.ts:173; server/utils/experiences.ts:294; server/utils/experiences.ts:448; server/utils/experiences.ts:456; server/utils/experiences.ts:559; server/utils/location-management.ts:56; server/utils/location-management.ts:100; server/utils/location-management.ts:316; server/utils/location-management.ts:368; server/utils/location-management.ts:369	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
business_locations	seo_title	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0		0	12/13	10/10	null:12,text:1	seo_title: text(),							seed-definitions/pottery-house.ts:1101; seed-definitions/ncls.ts:60; seed-definitions/ncls.ts:109; seed-definitions/ncls.ts:4387; seed-definitions/ncls.ts:4414; seed-definitions/ncls.ts:4441; seed-definitions/ncls.ts:4468; seed-definitions/ncls.ts:4495; seed-definitions/ncls.ts:4522; seed-definitions/ncls.ts:4694; seed-definitions/ncls.ts:4712; seed-definitions/ncls.ts:4730; seed-definitions/ncls.ts:4748; seed-definitions/ncls.ts:4766; seed-definitions/ncls.ts:4784; seed-definitions/ncls.ts:4802; seed-definitions/ncls.ts:4820; seed-definitions/ncls.ts:4838; seed-definitions/ncls.ts:4856; seed-definitions/ncls.ts:4874; seed-definitions/ncls.ts:4913; seed-definitions/ncls.ts:4943; seed-definitions/ncls.ts:4973; seed-definitions/ncls.ts:5003	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
business_locations	seo_description	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0		0	12/13	10/10	null:12,text:1	seo_description: text(),							seed-definitions/pottery-house.ts:1101; seed-definitions/pottery-house.ts:1248; seed-definitions/ncls.ts:61; seed-definitions/ncls.ts:110; seed-definitions/ncls.ts:4388; seed-definitions/ncls.ts:4415; seed-definitions/ncls.ts:4442; seed-definitions/ncls.ts:4469; seed-definitions/ncls.ts:4496; seed-definitions/ncls.ts:4523; seed-definitions/ncls.ts:4695; seed-definitions/ncls.ts:4713; seed-definitions/ncls.ts:4731; seed-definitions/ncls.ts:4749; seed-definitions/ncls.ts:4767; seed-definitions/ncls.ts:4785; seed-definitions/ncls.ts:4803; seed-definitions/ncls.ts:4821; seed-definitions/ncls.ts:4839; seed-definitions/ncls.ts:4857; seed-definitions/ncls.ts:4875; seed-definitions/ncls.ts:4914; seed-definitions/ncls.ts:4944; seed-definitions/ncls.ts:4974	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
business_locations	canonical_url	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0		0	13/13	10/10	null:13	canonical_url: text(),							seed-definitions/pottery-house.ts:1248; seed-definitions/ncls.ts:62; seed-definitions/ncls.ts:111; seed-definitions/ncls.ts:4696; seed-definitions/ncls.ts:4714; seed-definitions/ncls.ts:4732; seed-definitions/ncls.ts:4750; seed-definitions/ncls.ts:4768; seed-definitions/ncls.ts:4786; seed-definitions/ncls.ts:4804; seed-definitions/ncls.ts:4822; seed-definitions/ncls.ts:4840; seed-definitions/ncls.ts:4858; seed-definitions/ncls.ts:4876; seed-definitions/ncls.ts:4916; seed-definitions/ncls.ts:4946; seed-definitions/ncls.ts:4976; seed-definitions/ncls.ts:5006; seed-definitions/ncls.ts:5036; seed-definitions/ncls.ts:5066; seed-definitions/ncls.ts:5096; seed-definitions/ncls.ts:5126; seed-definitions/ncls.ts:5156; seed-definitions/ncls.ts:5186	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
business_locations	robots	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0		0	13/13	10/10	null:13	robots: text(),							seed-definitions/pottery-house.ts:1248; seed-definitions/ncls.ts:63; seed-definitions/ncls.ts:112; seed-definitions/ncls.ts:4697; seed-definitions/ncls.ts:4715; seed-definitions/ncls.ts:4733; seed-definitions/ncls.ts:4751; seed-definitions/ncls.ts:4769; seed-definitions/ncls.ts:4787; seed-definitions/ncls.ts:4805; seed-definitions/ncls.ts:4823; seed-definitions/ncls.ts:4841; seed-definitions/ncls.ts:4859; seed-definitions/ncls.ts:4877; seed-definitions/ncls.ts:4917; seed-definitions/ncls.ts:4947; seed-definitions/ncls.ts:4977; seed-definitions/ncls.ts:5007; seed-definitions/ncls.ts:5037; seed-definitions/ncls.ts:5067; seed-definitions/ncls.ts:5097; seed-definitions/ncls.ts:5127; seed-definitions/ncls.ts:5157; seed-definitions/ncls.ts:5187	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
business_locations	team_id	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0		0	1/13	10/10	null:1,text:12	team_id: text().references((): AnySQLiteColumn => team.id, { onDelete: "set null" } ),			team.id ON DELETE SET NULL	group 1 team_id -> team.id ON DELETE SET NULL			server/utils/dashboard-context.ts:385; server/utils/dashboard-context.ts:404; server/utils/dashboard-context.ts:408; server/utils/dashboard-context.ts:529; server/domain/guest-threads/repository.ts:193; server/domain/guest-threads/repository.ts:194; server/domain/guest-threads/repository.ts:396; server/utils/member-access.ts:310; server/utils/member-access.ts:362; server/utils/member-access.ts:407; server/utils/member-access.ts:408; server/utils/member-access.ts:413; server/utils/member-access.ts:414; server/utils/member-access.ts:419; server/utils/member-access.ts:420; server/utils/member-access.ts:508; server/utils/member-access.ts:509; server/utils/member-access.ts:512; server/utils/member-access.ts:513; server/utils/member-access.ts:518; server/utils/member-access.ts:526; server/utils/member-access.ts:527; server/utils/member-access.ts:529; server/utils/member-access.ts:537	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
business_locations	feature_overrides	retain exact typed value	Location	Tenant contact/provider facts, timezone, machine hours and team scope	TEXT	0		0	13/13	10/10	null:13	feature_overrides: text(),		CONSTRAINT "business_locations_feature_overrides_check" CHECK(feature_overrides IS NULL OR (json_valid(feature_overrides) AND json_type(feature_overrides) IS 'object'))					seed-definitions/ncls.ts:64; seed-definitions/ncls.ts:113; server/utils/dashboard-editor-resources.ts:39; server/utils/dashboard-editor-resources.ts:57; server/utils/dashboard-editor-resources.ts:72; server/utils/dashboard-editor-resources.ts:85; server/utils/dashboard-editor-resources.ts:96; server/utils/dashboard-editor-resources.ts:289; server/utils/dashboard-editor-resources.ts:330; server/utils/dashboard-context.ts:100; server/utils/dashboard-context.ts:112; server/utils/dashboard-context.ts:114; server/utils/dashboard-context.ts:142; server/utils/dashboard-context.ts:333; server/utils/dashboard-context.ts:342; server/utils/dashboard-context.ts:511; server/utils/dashboard-context.ts:552; server/utils/dashboard-agenda.ts:99; server/utils/dashboard-agenda.ts:220; server/utils/dashboard-agenda.ts:243; server/utils/dashboard-route-capability.ts:17; server/utils/dashboard-route-capability.ts:40; server/utils/dashboard-route-capability.ts:49; server/utils/dashboard-route-capability.ts:50	location-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
canary_runs	id	retain exact typed value	Operations qualification	Script-written pass/failure evidence; no runtime SQL reader required	TEXT	1		1	0/188	0/0	text:188	id: text().primaryKey(),					sqlite_autoindex_canary_runs_1 UNIQUE(id)	id: text().primaryKey(),	scripts/canary-provider-status.mjs:50; scripts/canary-prod.mjs:54; scripts/canary-prod.mjs:56; scripts/canary-prod.mjs:59; scripts/canary-prod.mjs:120; scripts/canary-prod.mjs:125; scripts/canary-prod.mjs:129; scripts/canary-prod.mjs:160; scripts/canary-prod.mjs:164; scripts/canary-prod.mjs:195; scripts/canary-notifications.mjs:130; scripts/canary-notifications.mjs:133; scripts/canary-notifications.mjs:134; scripts/canary-notifications.mjs:155; scripts/canary-notifications.mjs:158; scripts/canary-notifications.mjs:159; scripts/canary-notifications.mjs:170; scripts/canary-notifications.mjs:173; scripts/canary-notifications.mjs:197; scripts/canary-notifications.mjs:200; scripts/canary-notifications.mjs:201; scripts/canary-notifications.mjs:227; scripts/canary-notifications.mjs:246; scripts/canary-notifications.mjs:247	scripts/canary-prod.mjs; scripts/canary-provider-status.mjs; scripts/canary-notifications.mjs	Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge	Copy exact typed source value; typed logical hash parity required
canary_runs	run_type	retain exact typed value	Operations qualification	Script-written pass/failure evidence; no runtime SQL reader required	TEXT	1		0	0/188	0/0	text:188	run_type: text().notNull(),		CONSTRAINT "canary_runs_run_type_check" CHECK(run_type IN ('auth', 'notifications'))			idx_canary_runs_type_created(run_type,created_at)	index("idx_canary_runs_type_created").on(table.run_type, table.created_at),	scripts/canary-provider-status.mjs:50; scripts/canary-prod.mjs:164; scripts/canary-prod.mjs:195; scripts/canary-notifications.mjs:227; scripts/canary-notifications.mjs:301	scripts/canary-prod.mjs; scripts/canary-provider-status.mjs; scripts/canary-notifications.mjs	Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge	Copy exact typed source value; typed logical hash parity required
canary_runs	environment	retain exact typed value	Operations qualification	Script-written pass/failure evidence; no runtime SQL reader required	TEXT	1	'production'	0	0/188	0/0	text:188	environment: text().default("production").notNull(),							scripts/canary-provider-status.mjs:50; scripts/canary-prod.mjs:164; scripts/canary-prod.mjs:195; scripts/canary-notifications.mjs:227; scripts/canary-notifications.mjs:301; scripts/reset-e2e-artifacts.ts:268	scripts/canary-prod.mjs; scripts/canary-provider-status.mjs; scripts/canary-notifications.mjs	Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge	Copy exact typed source value; typed logical hash parity required
canary_runs	status	retain exact typed value	Operations qualification	Script-written pass/failure evidence; no runtime SQL reader required	TEXT	1		0	0/188	0/0	text:188	status: text().notNull(),		CONSTRAINT "canary_runs_status_check" CHECK(status IN ('pass', 'fail'))			idx_canary_runs_status_created(status,created_at)	index("idx_canary_runs_status_created").on(table.status, table.created_at),	scripts/canary-provider-status.mjs:25; scripts/canary-provider-status.mjs:35; scripts/canary-provider-status.mjs:40; scripts/canary-provider-status.mjs:44; scripts/canary-provider-status.mjs:50; scripts/canary-provider-status.mjs:52; scripts/canary-provider-status.mjs:55; scripts/canary-provider-status.mjs:61; scripts/canary-provider-status.mjs:63; scripts/canary-provider-status.mjs:65; scripts/canary-provider-status.mjs:66; scripts/canary-provider-status.mjs:71; scripts/canary-prod.mjs:22; scripts/canary-prod.mjs:36; scripts/canary-prod.mjs:83; scripts/canary-prod.mjs:84; scripts/canary-prod.mjs:115; scripts/canary-prod.mjs:116; scripts/canary-prod.mjs:120; scripts/canary-prod.mjs:121; scripts/canary-prod.mjs:125; scripts/canary-prod.mjs:126; scripts/canary-prod.mjs:135; scripts/canary-prod.mjs:136	scripts/canary-prod.mjs; scripts/canary-provider-status.mjs; scripts/canary-notifications.mjs	Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge	Copy exact typed source value; typed logical hash parity required
canary_runs	organization_id	retain exact typed value	Operations qualification	Script-written pass/failure evidence; no runtime SQL reader required	TEXT	0		0	135/188	0/0	null:135,text:53	organization_id: text().references(() => organization.id, { onDelete: "set null" } ),			organization.id ON DELETE SET NULL	group 1 organization_id -> organization.id ON DELETE SET NULL			shared/site-transfer-policy.ts:2; scripts/canary-provider-status.mjs:50; scripts/canary-prod.mjs:54; scripts/canary-prod.mjs:57; scripts/canary-prod.mjs:157; scripts/canary-prod.mjs:164; scripts/canary-prod.mjs:195; scripts/canary-notifications.mjs:135; scripts/canary-notifications.mjs:160; scripts/canary-notifications.mjs:202; scripts/canary-notifications.mjs:227; scripts/canary-notifications.mjs:273; scripts/canary-notifications.mjs:301; scripts/epoch5-data.mjs:50; scripts/epoch5-data.mjs:52; scripts/epoch5-data.mjs:66; scripts/epoch5-data.mjs:74; scripts/epoch5-data.mjs:247; scripts/epoch5-data.mjs:268; scripts/epoch5-data.mjs:270; scripts/epoch5-data.mjs:336; scripts/epoch5-data.mjs:340; scripts/epoch5-data.mjs:341; scripts/epoch5-data.mjs:348	scripts/canary-prod.mjs; scripts/canary-provider-status.mjs; scripts/canary-notifications.mjs	Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge	Copy exact typed source value; typed logical hash parity required
canary_runs	site_id	retain exact typed value	Operations qualification	Script-written pass/failure evidence; no runtime SQL reader required	TEXT	0		0	135/188	0/0	null:135,text:53	site_id: text().references(() => sites.id, { onDelete: "set null" } ),			sites.id ON DELETE SET NULL	group 0 site_id -> sites.id ON DELETE SET NULL			shared/site-transfer-policy.ts:3; scripts/canary-provider-status.mjs:50; scripts/canary-prod.mjs:68; scripts/canary-prod.mjs:69; scripts/canary-prod.mjs:145; scripts/canary-prod.mjs:146; scripts/canary-prod.mjs:158; scripts/canary-prod.mjs:164; scripts/canary-prod.mjs:195; scripts/canary-notifications.mjs:136; scripts/canary-notifications.mjs:161; scripts/canary-notifications.mjs:203; scripts/canary-notifications.mjs:227; scripts/canary-notifications.mjs:274; scripts/canary-notifications.mjs:301; scripts/epoch5-data.mjs:22; scripts/epoch5-data.mjs:50; scripts/epoch5-data.mjs:52; scripts/epoch5-data.mjs:66; scripts/epoch5-data.mjs:74; scripts/epoch5-data.mjs:77; scripts/epoch5-data.mjs:80; scripts/epoch5-data.mjs:81; scripts/epoch5-data.mjs:83	scripts/canary-prod.mjs; scripts/canary-provider-status.mjs; scripts/canary-notifications.mjs	Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge	Copy exact typed source value; typed logical hash parity required
canary_runs	details_json	retain with explicit conversion	Operations qualification	Script-written pass/failure evidence; no runtime SQL reader required	TEXT	0		0	0/188	0/0	text:188	details_json: text(),		CONSTRAINT "canary_runs_details_json_check" CHECK(details_json IS NULL OR (json_valid(details_json)))					scripts/canary-provider-status.mjs:50; scripts/canary-prod.mjs:164; scripts/canary-prod.mjs:195; scripts/canary-notifications.mjs:227; scripts/canary-notifications.mjs:301; scripts/epoch5-data.mjs:323; scripts/epoch5-data.mjs:324	scripts/canary-prod.mjs; scripts/canary-provider-status.mjs; scripts/canary-notifications.mjs	Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge	Recover 13 proven SQL double-backslash defects without semantic payload loss
canary_runs	created_at	retain exact typed value	Operations qualification	Script-written pass/failure evidence; no runtime SQL reader required	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/188	0/0	text:188	created_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),					idx_canary_runs_type_created(run_type,created_at); idx_canary_runs_status_created(status,created_at)	index("idx_canary_runs_status_created").on(table.status, table.created_at),; index("idx_canary_runs_type_created").on(table.run_type, table.created_at),	scripts/canary-provider-status.mjs:50; scripts/canary-prod.mjs:164; scripts/canary-prod.mjs:195; scripts/canary-notifications.mjs:130; scripts/canary-notifications.mjs:138; scripts/canary-notifications.mjs:139; scripts/canary-notifications.mjs:155; scripts/canary-notifications.mjs:163; scripts/canary-notifications.mjs:164; scripts/canary-notifications.mjs:197; scripts/canary-notifications.mjs:206; scripts/canary-notifications.mjs:207; scripts/canary-notifications.mjs:227; scripts/canary-notifications.mjs:268; scripts/canary-notifications.mjs:277; scripts/canary-notifications.mjs:278; scripts/canary-notifications.mjs:301; scripts/epoch5-data.mjs:26; scripts/reset-e2e-artifacts.ts:151; scripts/reset-e2e-artifacts.ts:175; scripts/reset-e2e-artifacts.ts:251; scripts/reset-e2e-artifacts.ts:253; scripts/reset-e2e-artifacts.ts:255; scripts/reset-e2e-artifacts.ts:259	scripts/canary-prod.mjs; scripts/canary-provider-status.mjs; scripts/canary-notifications.mjs	Preserve ledger/history exactly, including historical provider/source/event vocabulary; no new age purge	Copy exact typed source value; typed logical hash parity required
chowbot_channel_state	user_id	retain exact typed value	WhatsApp interaction	Pending confirmation and last inbound ID; three unused selections retire	TEXT	1		1	0/3	0/0	text:3	user_id: text().notNull().references(() => user.id, { onDelete: "cascade" } ),			chowbot_conversations.user_id ON DELETE NO ACTION; user.id ON DELETE CASCADE	group 0 user_id -> user.id ON DELETE CASCADE	chowbot_channel_state_user_id_idx(user_id); sqlite_autoindex_chowbot_channel_state_1 UNIQUE(user_id,channel)	primaryKey({ columns: [table.user_id, table.channel] }),	server/utils/chowbot-conversations.ts:20; server/utils/chowbot-conversations.ts:27; server/utils/chowbot-conversations.ts:33; server/utils/chowbot-conversations.ts:35; server/utils/chowbot-conversations.ts:56; server/utils/chowbot-conversations.ts:58	chowbot-conversations.ts; api/whatsapp/webhook.post.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
chowbot_channel_state	channel	retain exact typed value	WhatsApp interaction	Pending confirmation and last inbound ID; three unused selections retire	TEXT	1		2	0/3	0/0	text:3	channel: text().notNull(),					sqlite_autoindex_chowbot_channel_state_1 UNIQUE(user_id,channel)	primaryKey({ columns: [table.user_id, table.channel] }),	server/utils/chowbot-conversations.ts:18; server/utils/chowbot-conversations.ts:21; server/utils/chowbot-conversations.ts:28; server/utils/chowbot-conversations.ts:33; server/utils/chowbot-conversations.ts:35; server/utils/chowbot-conversations.ts:36; server/utils/chowbot-conversations.ts:44; server/utils/chowbot-conversations.ts:56; server/utils/chowbot-conversations.ts:58; server/utils/chowbot-conversations.ts:62; server/api/whatsapp/webhook.post.ts:182; server/api/whatsapp/webhook.post.ts:209; server/api/whatsapp/webhook.post.ts:230; server/api/whatsapp/webhook.post.ts:299; server/api/whatsapp/webhook.post.ts:313; server/api/whatsapp/webhook.post.ts:327; server/api/whatsapp/webhook.post.ts:435; server/api/whatsapp/webhook.post.ts:457; server/api/whatsapp/webhook.post.ts:490; server/api/whatsapp/webhook.post.ts:501; server/api/whatsapp/webhook.post.ts:545; server/api/whatsapp/webhook.post.ts:583	chowbot-conversations.ts; api/whatsapp/webhook.post.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
chowbot_channel_state	selected_site_id	remove/project obsolete field	WhatsApp interaction	Pending confirmation and last inbound ID; three unused selections retire	TEXT	0		0	3/3	0/0	null:3	[removed]	 CONSTRAINT "chowbot_channel_state_active_site_check" CHECK(active_conversation_id IS NULL OR selected_site_id IS NOT NULL)		chowbot_conversations.site_id ON DELETE NO ACTION; sites.id ON DELETE SET NULL				scripts/epoch5-data.mjs:15; scripts/epoch5-data.mjs:257	chowbot-conversations.ts; api/whatsapp/webhook.post.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Unused option; all production/staging values NULL
